시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
권선종합시장,상설장,경기도 수원시 권선구 세권로 185,경기도 수원시 권선구 권선동 1051,매일,37.25609894,127.0245738,108,농산물+축산물+가공식품+음식점,,,Y,Y,2005,031-235-0903,2025-11-10,B553077,소상공인시장진흥공단
모란가축시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.4303345,127.1288817,40,축산물+가공식품+음식점,,,N,Y,2017,,2025-11-10,B553077,소상공인시장진흥공단
은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행동 1553,매일,37.45758204,127.164475,50,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,2014,031-744-9858,2025-11-10,B553077,소상공인시장진흥공단
모란종합시장,상설장+4일장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,4일+9일,37.4303345,127.1288817,61,농산물+가공식품+음식점,,,Y,Y,1974,031-751-4214,2025-11-10,B553077,소상공인시장진흥공단
용인중앙시장,상설장+5일장,경기도 용인시 처인구 금령로107번길 13,경기도 용인시 처인구 김량장동 137-1,5일+10일,37.23671682,127.2078548,506,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,https://blog.naver.com/yongincm,Y,Y,1960,031-336-1110,2025-11-10,B553077,소상공인시장진흥공단
금광시장,상설장,경기도 성남시 중원구 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,매일,37.45003783,127.159904,20,농산물+축산물+가공식품+음식점,,,Y,Y,1991,,2025-11-10,B553077,소상공인시장진흥공단
모란전통기름시장,상설장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,매일,37.4309121,127.1280127,52,농산물+가공식품,,,Y,Y,2018,031-756-7395,2025-11-10,B553077,소상공인시장진흥공단
시화공구상가,상설장,경기도 시흥시 공단1대로 204,경기도 시흥시 정왕동 1364,매일,37.33771151,126.7247015,954,음식점+근린생활서비스,,http://sh0989.co.kr/,Y,Y,1997,,2025-11-10,B553077,소상공인시장진흥공단
상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,매일,37.43597453,127.158778,72,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1996,031-746-1304,2025-11-10,B553077,소상공인시장진흥공단
하대원공설시장,상설장,경기도 성남시 중원구 마지로 118,경기도 성남시 중원구 하대원동 266-1,매일,37.42740887,127.1422648,100,농산물+축산물+수산물+가공식품,,,Y,Y,2018,031-721-5522,2025-11-10,B553077,소상공인시장진흥공단
현대시장,상설장,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,매일,37.4417019,127.1319748,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,031-753-2828,2025-11-10,B553077,소상공인시장진흥공단
중앙공설시장,상설장,경기도 성남시 수정구 수정로 109,경기도 성남시 수정구 태평동 3681,매일,37.44139541,127.1321099,105,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2006,031-755-9222,2025-11-10,B553077,소상공인시장진흥공단
코코프라자시장,상설장,경기도 성남시 분당구 서현로210번길 20,경기도 성남시 분당구 서현동 248-5,매일,37.38586536,127.1240404,67,가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1994,031-707-7315,2025-11-10,B553077,소상공인시장진흥공단
현대시장(분당),상설장,경기도 성남시 분당구 중앙공원로40번길 8,경기도 성남시 분당구 서현동 94,매일,37.37970477,127.1301725,104,농산물+축산물+가공식품+의류+신발+음식점+근린생활서비스,,,Y,Y,1992,031-701-1240,2025-11-10,B553077,소상공인시장진흥공단
정선아리랑시장,상설장,강원특별자치도 정선군 정선읍 봉양7길 39,강원특별자치도 정선군 정선읍 봉양리 349-20,2일+7일,37.3803854,128.6652325,163,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1966,033-563-6200,2025-11-10,B553077,소상공인시장진흥공단
금호행복시장(금호시장),상설장,경기도 성남시 분당구 내정로 165번길 38,경기도 성남시 분당구 수내동 32,매일,37.37665581,127.1162348,174,농산물+축산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1994,031-711-7268,2025-11-10,B553077,소상공인시장진흥공단
미금현대벤처빌시장,상설장,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26,매일,37.34928693,127.1117684,125,의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2001,,2025-11-10,B553077,소상공인시장진흥공단
범한프라자시장,상설장,경기도 성남시 분당구 불정로376번길 37,경기도 성남시 분당구 서현동 312-3,매일,37.37163004,127.1394386,84,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,2015,,2025-11-10,B553077,소상공인시장진흥공단
미래그린시장,상설장,경기도 성남시 분당구 불정로386번길 10 (효자촌미래타운아파트),경기도 성남시 분당구 서현동 307,매일,37.37341572,127.1380307,154,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1994,031-701-7007,2025-11-10,B553077,소상공인시장진흥공단
미래타운제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,매일,37.37225503,127.1388863,64,농산물+가공식품+음식점+근린생활서비스,,,Y,Y,1994,,2025-11-10,B553077,소상공인시장진흥공단
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,매일,37.37818238,127.1323819,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1995,,2025-11-10,B553077,소상공인시장진흥공단
동신종합시장,상설장,경기도 성남시 분당구 돌마로 361,경기도 성남시 분당구 수내동 63-2,매일,37.37062115,127.1229653,86,농산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1993,031-711-8628,2025-11-10,B553077,소상공인시장진흥공단
현대프라자시장,상설장,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,매일,37.3699897,127.1236643,95,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1996,031-717-3044,2025-11-10,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83-1,매일,37.36718424,127.1267528,42,농산물+축산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1996,,2025-11-10,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,매일,37.37314665,127.1204067,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1996,031-701-1071,2025-11-10,B553077,소상공인시장진흥공단
돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42 (파크타운서안아파트),경기도 성남시 분당구 수내동 53,매일,37.37153075,127.1221765,141,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1993,031-786-0704,2025-11-10,B553077,소상공인시장진흥공단
제천고추시장,상설장,충청북도 제천시 바이오밸리로 212,충청북도 제천시 신월동 1138-1,매일,37.15643952,128.1750444,55,농산물,,,Y,Y,2003,043-647-9856,2025-11-10,B553077,소상공인시장진흥공단
제천역전한마음시장,상설장+3일장,충청북도 제천시 내토로 28길 12,충청북도 제천시 화산동 208-9,3일+8일,37.1289856,128.2064541,58,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,043-645-2724,2025-11-10,B553077,소상공인시장진흥공단
제천약초시장,상설장,충청북도 제천시 원화산로 121,충청북도 제천시 화산동 987,매일,37.12788708,128.219591,54,농산물,,,Y,Y,2005,043-647-0109,2025-11-10,B553077,소상공인시장진흥공단
동문전통시장,상설장,충청북도 제천시 용두천로 125,충청북도 제천시 중앙로2가 117-1,매일,37.13850912,128.2135267,42,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,2007,043-646-5255,2025-11-10,B553077,소상공인시장진흥공단
내토전통시장,상설장,충청북도 제천시 용두천로 11길 5,충청북도 제천시 중앙로1가 34-1,매일,37.1373583,128.2124054,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http://sneato.mf24.net/,Y,Y,2007,043-651-0053,2025-11-10,B553077,소상공인시장진흥공단
음성시장,상설장,충청북도 음성군 음성읍 문화1길 14,충청북도 음성군 음성읍 읍내리 249-11,2일+7일,36.93816952,127.6921309,160,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1950,043-873-1256,2025-11-10,B553077,소상공인시장진흥공단
단양구경시장(단양인정시장),상설장,충청북도 단양군 단양읍 도전5길 31,충청북도 단양군 단양읍 도전리 615,1일+6일,36.9824892,128.3699866,118,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1985,043-422-1706,2025-11-10,B553077,소상공인시장진흥공단
박달재전통시장,상설장,충청북도 제천시 백운면 평동로 4-8,충청북도 제천시 백운면 평동리 216-2,1일+6일,37.13820858,128.022570,67,농산물+축산물+가공식품+의류+가정용품+음식점,,,Y,Y,2012,043-653-2114,2025-11-10,B553077,소상공인시장진흥공단
청천전통시장,상설장+5일장,충청북도 괴산군 청천면 청천2길 10,충청북도 괴산군 청천면 청천리 62-11,5일+10일,36.65914155,127.7378523,101,농산물+음식점,,,Y,Y,1964,043-834-6636,2025-11-10,B553077,소상공인시장진흥공단
성환이화시장,상설장,충청남도 천안시 서북구 성환읍 종합시장길 17,충청남도 천안시 서북구 성환읍 성환리 449-1111,1일+6일,36.91925493,127.1298906,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,,2025-11-10,B553077,소상공인시장진흥공단
삼성시장,상설장,충청북도 음성군 삼성면 대성로 608-2,충청북도 음성군 삼성면 덕정리 534-17,1일+6일,37.01800836,127.4991966,59,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1960,,2025-11-10,B553077,소상공인시장진흥공단
대소시장,상설장+3일장,충청북도 음성군 대소면 오산로 36,충청북도 음성군 대소면 오산리 186-6,3일+8일,36.96654372,127.4850145,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
무극시장,상설장+5일장,충청북도 음성군 금왕읍 무극로308번길 12-2,충청북도 음성군 금왕읍 무극리 77-17,5일+10일,36.99267414,127.5960077,107,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1950,043-883-7003,2025-11-10,B553077,소상공인시장진흥공단
감곡시장,상설장+3일장,충청북도 음성군 감곡면 장감로 132번길 22,충청북도 음성군 감곡면 왕장리 525-8,3일+8일,37.11822831,127.6391733,42,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,,2025-11-10,B553077,소상공인시장진흥공단
옥천공설시장,상설장,충청북도 옥천군 옥천읍 삼금로 5길 5-14,충청북도 옥천군 옥천읍 금구리 5-68,매일,36.30251559,127.5679118,29,농산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1964,043-733-9800,2025-11-10,B553077,소상공인시장진흥공단
옥천상가,상설장,충청북도 옥천군 옥천읍 삼금로 45,충청북도 옥천군 옥천읍 금구리 5-7,매일,36.302388,127.5682115,54,농산물+축산물+수산물+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1977,043-733-2243,2025-11-10,B553077,소상공인시장진흥공단
영동전통시장,상설장+4일장,,충청북도 영동군 영동읍 계산리 694-13,4일+9일,36.17521123,127.7756379,200,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1964,043-742-0808,2025-11-10,B553077,소상공인시장진흥공단
영동중앙시장,상설장+4일장,,충청북도 영동군 영동읍 계산리 693-27,4일+9일,36.17467013,127.7756992,90,농산물+축산물+가공식품+의류+신발+가정용품+근린생활서비스,,,Y,Y,1976,043-743-5611,2025-11-10,B553077,소상공인시장진흥공단
회인재래시장,상설장+4일장,충청북도 보은군 회인면 회인로 34,충청북도 보은군 회인면 중앙리 59-15,4일+9일,36.49052262,127.5978628,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,1981,,2025-11-10,B553077,소상공인시장진흥공단
삼승원남시장(원남재래시장),3일장,충청북도 보은군 삼승면 삼승탄부로 12,충청북도 보은군 삼승면 원남리 191-1,3일+8일,36.39692314,127.7331366,70,농산물+축산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
보은전통시장,상설장,충청북도 보은군 보은읍 삼산로 17-1,충청북도 보은군 보은읍 삼산리 139-20,1일+6일,36.48430017,127.7201103,47,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,facebook.com/BoeunM,Y,Y,1964,043-543-6688,2025-11-10,B553077,소상공인시장진흥공단
결초보은시장(구 보은종합시장),상설장,충청북도 보은군 보은읍 삼산로3길 12-1,충청북도 보은군 보은읍 삼산리 31-15,1일+6일,36.48291338,127.7193275,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1964,043-543-1211,2025-11-10,B553077,소상공인시장진흥공단
마로관기시장(관기재래시장),4일장,충청북도 보은군 마로면 관기3길 6-7,충청북도 보은군 마로면 관기리 377-1,4일+9일,36.43524115,127.8175958,48,농산물+축산물+가공식품+의류+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
매포전통시장(매포재래시장),상설장+4일장,충청북도 단양군 매포읍 평동24길 8,충청북도 단양군 매포읍 평동리 1139,4일+9일,37.03422177,128.2990703,54,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1992,043-422-8181,2025-11-10,B553077,소상공인시장진흥공단
