관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
44270-00026,공원:131(대덕수청지구 도시개발사업:34/상상),어린이공원,,충청남도 당진시 대덕동 1790,36.8846969,126.6346045,1499,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00025,공원:130(대덕수청지구 도시개발사업:33/수청),소공원,,충청남도 당진시 수청동 1004,36.89126459,126.6447458,2262,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00024,공원:129(대덕수청지구 도시개발사업:32/봉암),근린공원,,충청남도 당진시 대덕동 1881,36.88232986,126.6401298,51211,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00023,공원:128(대덕수청지구 도시개발사업:31),수변공원,,충청남도 당진시 대덕동 1810,36.8840367,126.644066,3492,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00022,공원:127(대덕수청지구 도시개발사업:30),수변공원,,충청남도 당진시 대덕동 1809,36.88415878,126.6418173,22074,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00021,공원:126(대덕수청지구 도시개발사업:29),수변공원,,충청남도 당진시 수청동 1110,36.88535613,126.642096,9826,,,,,,2008-04-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00020,공원:125(당진:28 호서공원),어린이공원,,충청남도 당진시 원당동 1176,36.90124818,126.6397852,2520,,,,,,2005-05-10,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00019,공원:124(당진:27 사랑공원),어린이공원,,충청남도 당진시 원당동 1247,36.89954459,126.6425936,2352,,,,,,2005-05-10,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00018,공원:123(당진:26 소망공원),어린이공원,,충청남도 당진시 원당동 1250,36.90218215,126.6447176,1403,,,,,,2005-05-10,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00017,공원:122(당진:25 원당공원),근린공원,,충청남도 당진시 원당동 1225,36.8990408,126.6402792,13733,,,,,,2000-07-31,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00048,기차공원(152호 어린이공원),어린이공원,,충청남도 당진시 수청동 2133,36.89295638,126.6493963894,5800,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00047,부엉이공원(151호 어린이공원),어린이공원,,충청남도 당진시 수청동 2084,36.8942435079,126.6533711302,1518,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00046,다람쥐공원(150호 어린이공원),어린이공원,,충청남도 당진시 수청동 1974,36.8937122646,126.6498918121,1624,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00045,잼잼공원(149호 어린이공원),어린이공원,,충청남도 당진시 수청동 1856,36.89717148,126.6522888284,9078,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00044,노을공원(148호 어린이공원),어린이공원,,충청남도 당진시 수청동 1845,36.89732419,126.6496524807,5232,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00043,꿈틀꿈틀공원(147호 어린이공원),어린이공원,,충청남도 당진시 수청동 1800,36.901184486,126.6563876191,1715,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00042,희망공원(146호 어린이공원),어린이공원,,충청남도 당진시 수청동 1681,36.9012218449,126.6526245409,1510,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00041,햇살공원(145호 소공원),소공원,,충청남도 당진시 수청동 1824,36.897407414,126.6479629125,630,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00040,공원:144(읍내1지구),어린이공원,,충청남도 당진시 읍내동 37,36.89573899,126.6396608,2933,,,,,,2018-11-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00039,자연바람공원(154호 소공원),소공원,,충청남도 당진시 수청동 1754,36.901637329,126.6555340284,247,,,,,,2019-01-24,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00038,공원:143,소공원,,충청남도 당진시 채운동 256-3,36.89294605,126.625155,215,,,,,,2017-09-29,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00037,공원:142(수청2지구),소공원,,충청남도 당진시 수청동 228,36.88803898,126.653543,468,,,,,,2017-07-20,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00036,공원:141(수청2지구),어린이공원,,충청남도 당진시 수청동 261,36.887243,126.656975,2653,,,,,,2017-07-20,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00035,공원:140(수청2지구),근린공원,,충청남도 당진시 수청동 산178,36.88923325,126.6515761,32249,,,,,,2017-07-20,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00034,공원:139(수청지구),소공원,,충청남도 당진시 수청동 849-32,36.89346951,126.6468852,732,,,,,,2016-12-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
44270-00033,공원:138(수청지구),소공원,,충청남도 당진시 수청동 867,36.89729841,126.6471116,1076,,,,,,2016-12-30,충청남도 당진시청,041-350-4192,2026-02-10,5680000,충청남도 당진시
27720-00003,서부제3어린이공원,어린이공원,대구광역시 군위군 군위읍 중앙4길 16-6,대구광역시 군위군 군위읍 서부리 427-3,36.23777564,128.5661865,1627,농구장,흔들놀이기구+조합놀이대,,,,,대구광역시 군위군청,054-380-6247,2026-03-05,5141000,대구광역시 군위군
27720-00002,서부제2어린이공원,어린이공원,대구광역시 군위군 군위읍 중앙3길 16-19,대구광역시 군위군 군위읍 서부리 365-1,36.2352952,128.564392,2150,농구장,그네+흔들놀이기구+조합놀이대,,,,,대구광역시 군위군청,054-380-6247,2026-03-05,5141000,대구광역시 군위군
27720-00001,동부제1어린이공원,어린이공원,대구광역시 군위군 군위읍 동서길 89-33,대구광역시 군위군 군위읍 동부리 376-3,36.23775316,128.5707855,1875,,그네+중놀이기구+흔들놀이기구+조합놀이대,,,,,대구광역시 군위군청,054-380-6247,2026-03-05,5141000,대구광역시 군위군
52800-00012,백련공원,체육공원,,전북특별자치도 부안군 하서면 백련리 1113-2,35.7147319,126.6001006,10200,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00011,범산공원,근린공원,,전북특별자치도 부안군 진서면 곰소리 산1,35.5922462,126.6145055,45185,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00010,돈지공원,근린공원,,전북특별자치도 부안군 계화면 의복리 3-2,35.7543065,126.647679,36410,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00009,동돈공원,근린공원,,전북특별자치도 부안군 계화면 의복리 109-2,35.7539747,126.6397581,12606,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00008,계화공원,근린공원,,전북특별자치도 부안군 계화면 계화리 산67,35.7916062,126.632929,264181,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00007,봉황공원,근린공원,,전북특별자치도 부안군 동진면 봉황리 357-2,35.7494981,126.7366991,29939,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00006,중앙공원,근린공원,,전북특별자치도 부안군 계화면 창북리 484,35.7605095,126.698533,7310,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00005,백산공원,근린공원,,전북특별자치도 부안군 백산면 용계리 산9,35.719531,126.8065894,71237.8,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00004,제3농공단지,문화공원,,전북특별자치도 부안군 행안면 역리 123-3,35.7380051,126.7276523,1751,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00003,부안공원,문화공원,,전북특별자치도 부안군 부안읍 동중리 239-2,35.7310821,126.7342023,14875,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00002,매창공원,문화공원,,전북특별자치도 부안군 부안읍 서외리 455-83,35.7209372,126.7282973,40934,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52800-00001,서림공원,근린공원,,전북특별자치도 부안군 부안읍 서외리 산1-1,35.7329193,126.731487,299846,,,,,,,전북특별자치도 부안군청,063-580-4644,2026-01-23,4791000,전북특별자치도 부안군
52720-00006,마이봉미로공원,문화공원,,전북특별자치도 진안군 진안읍 단양리 814,35.772481,127.417811,45000,,,화장실+간이매점,,도로및광장+조경시설,2013-11-22,전북특별자치도 진안군청,063-430-8702,2026-01-28,4731000,전북특별자치도 진안군
52720-00005,마이돈농촌테마공원,문화공원,,전북특별자치도 진안군 진안읍 단양리 802,35.771551,127.414511,36326,,,화장실+간이매점,야외전시장+돼지문화체험관,도로및광장+조경시설,2013-11-22,전북특별자치도 진안군청,063-430-8702,2026-01-28,4731000,전북특별자치도 진안군
52720-00004,용담가족테마공원,수변공원,,전북특별자치도 진안군 용담면 송풍리 1221-6,35.95055211,127.5232448,23710,운동기구,,주차장+화장실+전망대,,도로및광장+조경시설,2013-10-11,전북특별자치도 진안군청,063-430-2483,2026-01-28,4731000,전북특별자치도 진안군
52720-00003,용담체육공원,체육공원,,전북특별자치도 진안군 용담면 송풍리 1182-3,35.95351869,127.5227715,27831,축구장+트랙+다목적체육시설+씨름장+체력단련시설,,음수대+화장실및샤워실+본부석+주차장,,도로및광장+공원관리시설+휴양시설,2011-01-28,전북특별자치도 진안군 용담면사무소,063-430-8207,2026-01-28,4731000,전북특별자치도 진안군
52720-00002,당산공원,소공원,전북특별자치도 진안군 진안읍 연구동길 1-15,전북특별자치도 진안군 진안읍 군상리 산110,35.79267283,127.4240517,1265,,,,,,1985-09-23,전북특별자치도 진안군청,063-430-2436,2026-01-28,4731000,전북특별자치도 진안군
52720-00001,월랑공원,체육공원,전북특별자치도 진안군 진안읍 진무로 1054-34,전북특별자치도 진안군 진안읍 군하리 34,35.78714205,127.4264309,367250,육상경기장+게이트볼장+배구장+배드민턴장+농구장+체력단련장+골프연습장+풋살경기장+자연체험장+국민체육센터+테니스장+역도훈련장,어린이놀이터,주차장+화장실+휴게소+전망대+음수장,야외무대+문화체육회관+우화정+청소년수련시설+전통문화공연장+문화회관+기념비,도로및광장+조경시설,1971-12-30,전북특별자치도 진안군청,063-430-8708,2026-01-28,4731000,전북특별자치도 진안군
44810-00052,예산2(산성공원),역사공원,,충청남도 예산군 예산읍 산성리 275-56,36.69222413,126.8230439,130248,,,,,,1985-12-27,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00051,예산1(동학농민혁명기념공원),역사공원,,충청남도 예산군 예산읍 관작리 288-9,36.71576908,126.8423874,13621,,,정자 및 벤치 등,,,2017-12-20,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00049,예당3(3호소공원),소공원,,충청남도 예산군 고덕면 오추리 815,36.76915219,126.7267079,6390.7,운동기구 등,,파고라 및 벤치 등,,,2010-06-14,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00048,예당2(2호소공원),소공원,,충청남도 예산군 고덕면 지곡리 438,36.76004967,126.724315,9282.8,운동기구 등,,파고라 및 벤치 등,,,2010-06-14,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00047,내포2(두레3소공원),소공원,,충청남도 예산군 삽교읍 목리 1243,36.66032238,126.6854692,1415,,,벤치,,,2009-03-20,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00046,내포1(두레1소공원),소공원,,충청남도 예산군 삽교읍 목리 1007,36.66292078,126.6814975,968,,,벤치,,,2009-03-20,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00045,덕산5(5호소공원),소공원,,충청남도 예산군 덕산면 신평리 179-1,36.69356342,126.663387,510,,,,,,2011-08-01,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00054,비도시1(의좋은형제공원),역사공원,,충청남도 예산군 대흥면 상중리 274-2,36.60652823,126.7921951,9128,,민속그네 등,농막 및 벤치 등,,,2008-12-22,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00018,예산16(16호어린이공원),어린이공원,,충청남도 예산군 예산읍 대회리 227,36.67469315,126.8480246,1689,,,,,,2015-01-23,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00017,예산14(14호어린이공원),어린이공원,,충청남도 예산군 예산읍 발연리 253-2,36.69680794,126.8326325,1852,,조합놀이대,파고라 및 벤치 등,,,2005-04-20,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00016,예산11(11호어린이공원),어린이공원,,충청남도 예산군 예산읍 산성리 662,36.69423597,126.8351779,1782,족구장 등,조합놀이대,파고라 및 벤치 등,,,1991-06-15,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00015,예산9(9호어린이공원),어린이공원,,충청남도 예산군 예산읍 산성리 750,36.69193222,126.8346451,2770,운동기구 등,물놀이터,파고라 및 벤치 등,,,1991-06-15,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00013,예산6(나래공원),어린이공원,,충청남도 예산군 예산읍 산성리 95-2,36.68802953,126.8414729,1500,,조합놀이대,파고라 및 벤치 등,,,1985-12-27,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00007,덕산1(덕산공원),근린공원,,충청남도 예산군 덕산면 읍내리 348-5,36.70611057,126.6684219,12105,운동기구 등,,정자 및 벤치 등,,,1992-03-19,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
44810-00002,예산2(창소공원),근린공원,,충청남도 예산군 예산읍 창소리 103-1,36.72527848,126.8366132,33030,,,,,,1973-12-31,충청남도 예산군청,041-339-7633,2026-01-07,4610000,충청남도 예산군
